Customer_ID,Order_Date,Country,Category,Channel,Payment_Method,Quantity,Unit_Price,Discount,Sales,Shipping_Cost,Returned,Rating
C10225,2025-03-23 23:34:03.243243243,Germany,Electronics,Mobile App,Credit Card,3,215.08,0.2,516.2,0,0,4
C10226,2025-03-24 08:18:44.324324325,USA,Sports,Website,PayPal,4,81.47,0.05,309.57,0,0,5
C10227,2025-03-24 17:03:25.405405406,Thailand,Home & Kitchen,Mobile App,Mobile Payment,2,113.89,0.05,216.38,0,0,4
C10228,2025-03-25 01:48:06.486486487,Canada,Sports,Website,Credit Card,5,92.41,0.1,415.84,0,0,3
C10229,2025-03-25 10:32:47.567567568,USA,Clothing,Website,Credit Card,3,69.92,0.15,178.29,0,0,4
C10230,2025-03-25 19:17:28.648648649,India,Beauty,Mobile App,Mobile Payment,4,28.53,0.15,97.0,5,0,4
C10231,2025-03-26 04:02:09.729729730,Thailand,Clothing,Website,Mobile Payment,4,66.83,0.0,267.33,0,0,5
C10232,2025-03-26 12:46:50.810810811,Thailand,Clothing,Marketplace,PayPal,2,46.52,0.05,88.39,3,0,3
C10233,2025-03-26 21:31:31.891891892,Thailand,Clothing,Marketplace,PayPal,1,43.62,0.05,41.44,5,0,4
C10234,2025-03-27 06:16:12.972972973,Germany,Electronics,Mobile App,Mobile Payment,3,206.45,0.1,557.41,0,0,4
C10235,2025-03-27 15:00:54.054054054,USA,Beauty,Mobile App,PayPal,4,36.95,0.1,133.03,0,0,5
C10236,2025-03-27 23:45:35.135135135,India,Home & Kitchen,Marketplace,Mobile Payment,2,66.6,0.1,119.88,0,0,3
C10237,2025-03-28 08:30:16.216216216,UK,Electronics,Website,Credit Card,5,143.34,0.2,573.37,0,0,1
C10238,2025-03-28 17:14:57.297297298,Canada,Clothing,Website,Credit Card,4,38.54,0.0,154.14,0,0,3
C10239,2025-03-29 01:59:38.378378379,Thailand,Electronics,Website,Debit Card,2,239.81,0.0,479.61,0,0,5
C10240,2025-03-29 10:44:19.459459460,India,Sports,Mobile App,Credit Card,1,50.21,0.05,47.7,8,0,3
C10241,2025-03-29 19:29:00.540540541,India,Sports,Website,Mobile Payment,1,59.26,0.0,59.26,5,0,3
C10242,2025-03-30 04:13:41.621621622,India,Sports,Mobile App,PayPal,4,69.4,0.0,277.59,0,0,3
C10243,2025-03-30 12:58:22.702702703,India,Home & Kitchen,Marketplace,Debit Card,4,85.46,0.0,341.86,0,0,5
C10244,2025-03-30 21:43:03.783783784,unknown,Electronics,Marketplace,PayPal,3,240.88,0.1,650.37,0,1,2
C10245,2025-03-31 06:27:44.864864865,Germany,Sports,Mobile App,Mobile Payment,2,50.97,0.15,86.66,8,0,4
C10246,2025-03-31 15:12:25.945945946,Thailand,Home & Kitchen,Website,Credit Card,4,95.27,0.05,362.02,0,0,3
C10247,2025-03-31 23:57:07.027027027,Thailand,Sports,Marketplace,Debit Card,3,82.34,0.05,234.68,0,0,4
C10248,2025-04-01 08:41:48.108108108,Canada,Sports,Mobile App,Mobile Payment,3,94.65,0.0,283.96,0,0,5
C10249,2025-04-01 17:26:29.189189189,Germany,Sports,Website,Debit Card,4,79.4,0.1,285.83,0,0,4
C10250,2025-04-02 02:11:10.270270271,India,Home & Kitchen,Website,Debit Card,1,113.64,0.1,102.27,0,0,5
C10251,2025-04-02 10:55:51.351351352,UK,Home & Kitchen,Marketplace,Credit Card,2,68.27,0.1,122.89,0,0,5
C10252,2025-04-02 19:40:32.432432433,Thailand,Sports,Mobile App,Mobile Payment,2,67.91,0.0,135.82,0,0,4
C10253,2025-04-03 04:25:13.513513514,Thailand,Home & Kitchen,Marketplace,PayPal,1,86.56,0.0,86.56,8,0,5
C10254,2025-04-03 13:09:54.594594595,Australia,Electronics,Marketplace,Debit Card,4,237.67,0.0,950.69,0,0,5
C10255,2025-04-03 21:54:35.675675676,USA,Clothing,Mobile App,Debit Card,2,44.33,0.1,79.79,3,0,5
C10256,2025-04-04 06:39:16.756756757,Thailand,Sports,Mobile App,PayPal,4,56.44,0.15,191.9,0,0,4
C10257,2025-04-04 15:23:57.837837838,UK,Clothing,Website,Mobile Payment,4,51.15,0.15,173.91,0,0,4
C10258,2025-04-05 00:08:38.918918919,Thailand,Clothing,Website,Debit Card,3,40.6,0.05,115.7,0,0,4
C10259,2025-04-05 08:53:20.000000000,Germany,Electronics,Website,Debit Card,1,148.99,0.1,134.09,0,0,5
C10260,2025-04-05 17:38:01.081081081,Thailand,Clothing,Mobile App,Debit Card,4,75.66,0.15,257.25,0,0,3
C10261,2025-04-06 02:22:42.162162162,India,Sports,Mobile App,Mobile Payment,5,69.98,0.0,349.91,0,1,3
C10262,2025-04-06 11:07:23.243243243,USA,Electronics,Marketplace,Mobile Payment,1,205.63,0.05,195.35,0,0,4
C10263,2025-04-06 19:52:04.324324325,UK,Clothing,Website,PayPal,2,66.46,0.15,112.97,0,0,3
C10264,2025-04-07 04:36:45.405405406,Thailand,Sports,Mobile App,Mobile Payment,3,66.98,0.0,200.94,0,0,4
C10265,2025-04-07 13:21:26.486486487,Thailand,Beauty,Mobile App,Mobile Payment,2,32.12,0.15,54.61,10,0,3
C10266,2025-04-07 22:06:07.567567568,USA,Clothing,Mobile App,Credit Card,2,46.45,0.2,74.33,5,0,4
C10267,2025-04-08 06:50:48.648648649,UK,Beauty,Mobile App,PayPal,1,36.77,0.1,33.09,3,0,5
C10268,2025-04-08 15:35:29.729729730,Germany,Home & Kitchen,Website,Debit Card,2,103.07,0.15,175.22,0,0,4
C10269,2025-04-09 00:20:10.810810811,Thailand,Home & Kitchen,Mobile App,Mobile Payment,4,88.09,0.1,317.13,0,0,5
C10270,2025-04-09 09:04:51.891891892,Australia,Beauty,Website,Debit Card,2,28.19,0.1,50.74,8,0,2
C10271,2025-04-09 17:49:32.972972973,India,Beauty,Website,Debit Card,3,42.66,0.0,127.97,0,1,3
C10272,2025-04-10 02:34:14.054054054,India,Sports,Mobile App,Credit Card,3,94.15,0.0,282.46,0,0,5
C10273,2025-04-10 11:18:55.135135135,Thailand,Sports,Mobile App,Mobile Payment,5,88.79,0.0,443.96,0,1,5
C10274,2025-04-10 20:03:36.216216216,UK,Clothing,Marketplace,PayPal,3,70.27,0.1,189.73,0,1,4
C10275,2025-04-11 04:48:17.297297298,Thailand,Clothing,Mobile App,Mobile Payment,2,69.11,0.0,138.22,0,0,5
C10276,2025-04-11 13:32:58.378378379,Thailand,Beauty,Mobile App,Debit Card,3,37.06,0.0,111.19,0,0,5
C10277,2025-04-11 22:17:39.459459460,Canada,Clothing,Mobile App,PayPal,1,67.96,0.0,67.96,8,0,5
C10278,2025-04-12 07:02:20.540540541,Thailand,Beauty,Mobile App,Mobile Payment,3,32.01,0.1,86.42,5,0,4
C10279,2025-04-12 15:47:01.621621622,UK,Beauty,Website,Debit Card,4,46.42,0.2,148.53,0,0,3
C10280,2025-04-13 00:31:42.702702703,Germany,Sports,Website,Debit Card,1,80.44,0.2,64.35,3,1,4
C10281,2025-04-13 09:16:23.783783784,Australia,Home & Kitchen,Website,Credit Card,5,64.61,0.05,306.9,0,0,4
C10282,2025-04-13 18:01:04.864864865,UK,Home & Kitchen,Mobile App,Credit Card,4,112.64,0.15,382.98,0,0,3
C10283,2025-04-14 02:45:45.945945946,Thailand,Electronics,Website,Credit Card,2,239.81,0.1,431.66,0,0,5
C10284,2025-04-14 11:30:27.027027027,USA,Clothing,Website,Debit Card,2,48.8,0.05,92.71,10,0,1
C10285,2025-04-14 20:15:08.108108108,UK,Electronics,Website,Mobile Payment,2,228.36,0.1,411.05,0,0,4
C10286,2025-04-15 04:59:49.189189189,Thailand,Home & Kitchen,Marketplace,Credit Card,4,68.19,0.0,272.77,0,0,4
C10287,2025-04-15 13:44:30.270270270,USA,Clothing,Website,Mobile Payment,4,61.6,0.15,209.44,0,0,5
C10288,2025-04-15 22:29:11.351351352,Thailand,Home & Kitchen,Mobile App,Credit Card,4,93.6,0.05,355.66,0,0,4
C10289,2025-04-16 07:13:52.432432432,Thailand,Clothing,Website,PayPal,1,59.52,0.05,56.54,8,0,5
C10290,2025-04-16 15:58:33.513513514,USA,Electronics,Mobile App,PayPal,1,242.7,0.1,218.43,0,0,4
C10291,2025-04-17 00:43:14.594594594,Thailand,Electronics,Website,Credit Card,2,235.79,0.0,471.57,0,0,5
C10292,2025-04-17 09:27:55.675675676,UK,Beauty,Website,Debit Card,3,49.98,0.0,149.95,0,0,5
C10293,2025-04-17 18:12:36.756756758,Australia,Home & Kitchen,Mobile App,Credit Card,2,80.24,0.1,144.44,0,0,4
C10294,2025-04-18 02:57:17.837837838,India,Electronics,Website,Credit Card,5,240.89,0.0,1204.45,0,0,5
C10295,2025-04-18 11:41:58.918918920,Thailand,Clothing,Website,Debit Card,1,42.25,0.1,38.03,3,0,1
C10296,2025-04-18 20:26:40.000000000,Thailand,Beauty,Website,PayPal,4,51.89,0.05,197.19,0,0,4
C10297,2025-04-19 05:11:21.081081082,Thailand,Electronics,Website,Mobile Payment,1,167.35,0.1,150.61,0,0,2
C10298,2025-04-19 13:56:02.162162162,Germany,Clothing,Website,Credit Card,4,40.57,0.1,146.05,0,0,3
C10299,2025-04-19 22:40:43.243243244,Australia,Electronics,Website,Debit Card,5,210.34,0.05,999.11,0,0,5
C10300,2025-04-20 07:25:24.324324324,Thailand,Electronics,Marketplace,Credit Card,5,155.14,0.1,698.14,0,0,1
C10301,2025-04-20 16:10:05.405405406,Canada,Clothing,Mobile App,Debit Card,1,47.88,0.1,43.09,3,0,4
C10302,2025-04-21 00:54:46.486486486,Thailand,Clothing,Mobile App,Mobile Payment,4,50.28,0.1,181.02,0,0,4
C10303,2025-04-21 09:39:27.567567568,UK,Clothing,Website,Mobile Payment,5,40.0,0.1,184.28,0,0,4
C10304,2025-04-21 18:24:08.648648648,Australia,Beauty,Marketplace,PayPal,2,32.96,0.15,56.03,8,0,4
C10305,2025-04-22 03:08:49.729729730,India,Sports,Website,Debit Card,2,49.25,0.0,98.5,5,0,5
C10306,2025-04-22 11:53:30.810810812,Australia,Clothing,Website,Debit Card,4,55.65,0.05,211.46,0,0,3
C10307,2025-04-22 20:38:11.891891892,India,Home & Kitchen,Mobile App,PayPal,1,68.31,0.15,58.06,8,0,4
C10308,2025-04-23 05:22:52.972972974,USA,Beauty,Website,PayPal,5,47.11,0.05,223.79,0,0,4
C10309,2025-04-23 14:07:34.054054054,India,Home & Kitchen,Website,Debit Card,1,77.84,0.0,77.84,8,1,4
C10310,2025-04-23 22:52:15.135135136,Thailand,Home & Kitchen,Mobile App,PayPal,2,122.45,0.05,232.65,0,0,4
C10311,2025-04-24 07:36:56.216216216,India,Electronics,Marketplace,Mobile Payment,5,235.78,0.0,1178.89,0,0,5
C10312,2025-04-24 16:21:37.297297298,UK,Electronics,Mobile App,Credit Card,1,162.47,0.0,162.47,0,0,4
C10313,2025-04-25 01:06:18.378378378,India,Sports,Mobile App,Mobile Payment,3,87.38,0.2,209.71,0,0,4
C10314,2025-04-25 09:50:59.459459460,UK,Beauty,Marketplace,PayPal,4,50.49,0.05,191.87,0,0,1
C10315,2025-04-25 18:35:40.540540540,Germany,Clothing,Website,Debit Card,4,76.48,0.0,305.93,0,0,4
C10316,2025-04-26 03:20:21.621621622,UK,Home & Kitchen,Website,Debit Card,3,100.66,0.2,241.59,0,0,5
C10317,2025-04-26 12:05:02.702702704,Australia,Electronics,Website,Mobile Payment,2,136.33,0.2,218.12,0,0,2
C10318,2025-04-26 20:49:43.783783784,Thailand,Electronics,Website,Debit Card,5,207.5,0.05,985.63,0,0,4
C10319,2025-04-27 05:34:24.864864866,Thailand,Home & Kitchen,Website,PayPal,4,102.37,0.0,409.49,0,0,5
C10320,2025-04-27 14:19:05.945945946,Thailand,Clothing,Marketplace,Mobile Payment,3,63.08,0.15,160.85,0,0,4
C10321,2025-04-27 23:03:47.027027028,Thailand,Electronics,Mobile App,Debit Card,3,36.6,0.1,98.82,3,0,3
C10322,2025-04-28 07:48:28.108108108,India,Clothing,Mobile App,Credit Card,2,71.6,0.1,128.88,0,0,4
C10323,2025-04-28 16:33:09.189189190,Thailand,Home & Kitchen,Website,Credit Card,2,123.45,0.15,209.86,0,0,3
C10324,2025-04-29 01:17:50.270270270,Canada,Sports,Marketplace,PayPal,1,59.67,0.1,53.7,3,0,5
C10325,2025-04-29 10:02:31.351351352,USA,Beauty,Marketplace,Debit Card,4,30.47,0.0,121.87,0,0,2
C10326,2025-04-29 18:47:12.432432432,Thailand,Clothing,Marketplace,PayPal,1,45.99,0.1,41.39,8,0,5
C10327,2025-04-30 03:31:53.513513514,India,Clothing,Website,Mobile Payment,3,70.09,0.0,210.27,0,0,4
C10328,2025-04-30 12:16:34.594594594,Germany,Home & Kitchen,Mobile App,Credit Card,5,105.63,0.1,475.33,0,0,5
C10329,2025-04-30 21:01:15.675675676,UK,Electronics,Website,Mobile Payment,5,206.14,0.1,927.64,0,0,3
C10330,2025-05-01 05:45:56.756756758,UK,Home & Kitchen,Website,Debit Card,2,88.31,0.0,176.63,0,0,4
C10331,2025-05-01 14:30:37.837837838,Australia,Beauty,Website,PayPal,5,44.18,0.05,209.85,0,0,4
C10332,2025-05-01 23:15:18.918918920,Thailand,Electronics,Mobile App,PayPal,5,164.79,0.0,823.96,0,0,4
C10333,2025-05-02 08:00:00.000000000,Canada,Electronics,Mobile App,PayPal,5,186.13,0.0,930.64,0,0,4
C10334,2025-05-02 16:44:41.081081082,Canada,Electronics,Website,Mobile Payment,3,225.93,0.1,610.0,0,0,5
C10335,2025-05-03 01:29:22.162162162,Germany,Electronics,Website,Credit Card,5,249.64,0.0,1248.18,0,0,5
C10336,2025-05-03 10:14:03.243243244,Thailand,Sports,Mobile App,Mobile Payment,5,94.69,0.1,426.11,0,0,2
C10337,2025-05-03 18:58:44.324324324,Australia,Beauty,Website,Mobile Payment,5,54.15,0.0,270.74,0,0,1
C10338,2025-05-04 03:43:25.405405406,Thailand,Clothing,Website,Debit Card,1,53.99,0.1,48.59,8,0,5
C10339,2025-05-04 12:28:06.486486486,Thailand,Electronics,Website,Debit Card,3,185.07,0.15,471.92,0,0,2
C10340,2025-05-04 21:12:47.567567568,Thailand,Clothing,Mobile App,Debit Card,2,65.67,0.1,118.2,0,0,5
C10341,2025-05-05 05:57:28.648648648,UK,Clothing,Website,Credit Card,1,74.0,0.05,70.3,3,0,4
C10342,2025-05-05 14:42:09.729729730,India,Electronics,Website,Credit Card,4,143.89,0.2,460.45,0,0,4
C10343,2025-05-05 23:26:50.810810812,Australia,Home & Kitchen,Website,Debit Card,3,82.17,0.0,246.5,0,0,3
C10344,2025-05-06 08:11:31.891891892,Australia,Home & Kitchen,Marketplace,Debit Card,3,71.77,0.0,215.32,0,0,3
C10345,2025-05-06 16:56:12.972972974,USA,Clothing,Mobile App,Credit Card,4,62.06,0.05,235.84,0,0,4
C10346,2025-05-07 01:40:54.054054054,USA,Clothing,Mobile App,PayPal,4,50.29,0.0,201.17,0,0,5
C10347,2025-05-07 10:25:35.135135136,USA,Electronics,Website,Credit Card,4,167.09,0.2,534.69,0,1,5
C10348,2025-05-07 19:10:16.216216216,Canada,Home & Kitchen,Mobile App,Credit Card,2,67.47,0.0,134.94,0,0,3
C10349,2025-05-08 03:54:57.297297298,Thailand,Clothing,Website,Credit Card,5,51.97,0.1,233.85,0,0,3
C10350,2025-05-08 12:39:38.378378378,India,Clothing,Mobile App,Debit Card,3,71.71,0.1,193.61,0,0,2
C10351,2025-05-08 21:24:19.459459460,Germany,Sports,Marketplace,PayPal,5,60.42,0.0,302.1,0,0,5
C10352,2025-05-09 06:09:00.540540540,USA,Clothing,Mobile App,Credit Card,5,65.26,0.1,293.69,0,1,3
C10353,2025-05-09 14:53:41.621621622,Australia,Electronics,Marketplace,Debit Card,4,205.33,0.0,821.33,0,0,1
C10354,2025-05-09 23:38:22.702702704,UK,Electronics,Mobile App,Mobile Payment,2,234.8,0.05,446.12,0,0,3
C10355,2025-05-10 08:23:03.783783784,India,Clothing,Website,Mobile Payment,1,43.59,0.0,43.59,10,0,4
C10356,2025-05-10 17:07:44.864864866,Canada,Electronics,Marketplace,Credit Card,2,249.18,0.15,423.6,0,0,5
C10357,2025-05-11 01:52:25.945945946,USA,Clothing,Website,Mobile Payment,5,60.93,0.2,243.72,0,0,4
C10358,2025-05-11 10:37:07.027027028,Thailand,Sports,Mobile App,PayPal,2,97.78,0.0,195.56,0,0,3
C10359,2025-05-11 19:21:48.108108108,Germany,Clothing,Website,Mobile Payment,4,73.59,0.0,294.37,0,0,4
C10360,2025-05-12 04:06:29.189189190,Canada,Home & Kitchen,Website,Mobile Payment,1,76.96,0.1,69.26,8,0,4
C10361,2025-05-12 12:51:10.270270270,Thailand,Clothing,Website,PayPal,4,40.66,0.0,162.65,0,0,1
C10362,2025-05-12 21:35:51.351351352,Germany,Home & Kitchen,Website,Credit Card,1,79.11,0.15,67.24,3,0,3
C10363,2025-05-13 06:20:32.432432432,Germany,Clothing,Mobile App,Credit Card,5,58.81,0.1,264.65,0,0,4
C10364,2025-05-13 15:05:13.513513514,Australia,Sports,Mobile App,PayPal,1,57.41,0.05,54.54,10,0,3
C10365,2025-05-13 23:49:54.594594594,Thailand,Home & Kitchen,Website,PayPal,1,73.55,0.15,62.52,10,0,3
C10366,2025-05-14 08:34:35.675675676,Australia,Sports,Website,PayPal,1,71.67,0.05,68.08,3,0,4
C10367,2025-05-14 17:19:16.756756758,Canada,Sports,Mobile App,Mobile Payment,2,50.63,0.15,86.07,10,0,5
C10368,2025-05-15 02:03:57.837837838,Thailand,Electronics,Website,PayPal,2,141.36,0.15,240.31,0,0,4
C10369,2025-05-15 10:48:38.918918920,Thailand,Electronics,Mobile App,Debit Card,5,178.4,0.0,891.99,0,0,4
C10370,2025-05-15 19:33:20.000000000,Canada,Electronics,Mobile App,Mobile Payment,1,133.95,0.0,133.95,0,0,4
C10371,2025-05-16 04:18:01.081081082,Thailand,Electronics,Marketplace,Credit Card,3,175.99,0.2,422.38,0,0,4
C10372,2025-05-16 13:02:42.162162162,India,Electronics,Mobile App,Credit Card,5,185.72,0.15,789.33,0,0,1
C10373,2025-05-16 21:47:23.243243244,UK,Clothing,Website,Credit Card,1,55.87,0.0,55.87,10,0,5
C10374,2025-05-17 06:32:04.324324324,Thailand,Electronics,Mobile App,Mobile Payment,1,235.52,0.15,200.19,0,0,2
C10375,2025-05-17 15:16:45.405405406,India,Home & Kitchen,Website,Debit Card,2,96.39,0.05,183.15,0,0,4
C10376,2025-05-18 00:01:26.486486486,USA,Beauty,Website,PayPal,5,41.1,0.0,205.52,0,0,5
C10377,2025-05-18 08:46:07.567567568,UK,Electronics,Mobile App,PayPal,1,177.75,0.15,151.09,0,0,4
C10378,2025-05-18 17:30:48.648648650,USA,Beauty,Website,Credit Card,1,50.89,0.0,50.89,8,0,5
C10379,2025-05-19 02:15:29.729729730,Germany,Home & Kitchen,Mobile App,Credit Card,5,119.39,0.15,507.4,0,0,4
C10380,2025-05-19 11:00:10.810810812,Thailand,Electronics,Marketplace,Mobile Payment,3,233.51,0.0,700.53,0,0,5
C10381,2025-05-19 19:44:51.891891892,USA,Clothing,Marketplace,Debit Card,5,64.43,0.1,289.94,0,1,5
C10382,2025-05-20 04:29:32.972972974,Canada,Clothing,Marketplace,PayPal,5,43.79,0.0,218.94,0,0,5
C10383,2025-05-20 13:14:14.054054054,Thailand,Sports,Website,Mobile Payment,3,62.57,0.05,178.31,0,0,5
C10384,2025-05-20 21:58:55.135135136,Germany,Beauty,Website,PayPal,5,29.29,0.1,131.8,0,0,5
C10385,2025-05-21 06:43:36.216216216,USA,Beauty,Mobile App,Credit Card,1,54.06,0.0,54.06,8,0,5
C10386,2025-05-21 15:28:17.297297298,India,Home & Kitchen,Website,PayPal,5,104.63,0.05,496.99,0,0,4
C10387,2025-05-22 00:12:58.378378378,Thailand,Electronics,Mobile App,Debit Card,3,220.04,0.05,627.12,0,0,2
C10388,2025-05-22 08:57:39.459459460,Canada,Beauty,Mobile App,Debit Card,4,36.72,0.0,146.9,0,0,4
C10389,2025-05-22 17:42:20.540540540,UK,Beauty,Mobile App,Credit Card,5,51.68,0.15,219.63,0,0,5
C10390,2025-05-23 02:27:01.621621622,Thailand,Sports,Website,Debit Card,2,61.72,0.0,123.44,0,0,5
C10391,2025-05-23 11:11:42.702702704,Thailand,Home & Kitchen,Website,Debit Card,1,63.1,0.1,56.79,3,0,5
C10392,2025-05-23 19:56:23.783783784,Thailand,Home & Kitchen,Website,Mobile Payment,1,86.71,0.05,82.38,3,1,5
C10393,2025-05-24 04:41:04.864864866,UK,Beauty,Website,PayPal,2,43.98,0.05,83.56,3,0,3
C10394,2025-05-24 13:25:45.945945946,USA,Home & Kitchen,Marketplace,Credit Card,2,93.16,0.0,186.32,0,0,3
C10395,2025-05-24 22:10:27.027027028,India,Sports,Website,Credit Card,5,91.24,0.05,433.4,0,1,4
C10396,2025-05-25 06:55:08.108108108,USA,Sports,Website,Credit Card,2,54.16,0.05,102.91,0,0,3
C10397,2025-05-25 15:39:49.189189190,Thailand,Home & Kitchen,Website,Credit Card,4,97.89,0.1,352.41,0,0,4
C10398,2025-05-26 00:24:30.270270270,Germany,Beauty,Mobile App,Credit Card,3,42.36,0.15,108.03,0,0,5
C10399,2025-05-26 09:09:11.351351352,Australia,Beauty,Mobile App,Debit Card,2,35.88,0.05,68.17,5,0,5
C10400,2025-05-26 17:53:52.432432432,Thailand,Electronics,Website,Mobile Payment,2,229.6,0.0,459.2,0,0,4
C10401,2025-05-27 02:38:33.513513514,Thailand,Sports,Website,Credit Card,4,85.89,0.0,343.56,0,0,1
C10402,2025-05-27 11:23:14.594594594,Thailand,Clothing,Website,Mobile Payment,1,66.72,0.0,66.72,3,0,4
C10403,2025-05-27 20:07:55.675675676,Australia,Beauty,Website,Mobile Payment,1,52.53,0.0,52.53,5,0,4
C10404,2025-05-28 04:52:36.756756758,Germany,Home & Kitchen,Mobile App,Debit Card,5,108.54,0.05,515.54,0,0,4
C10405,2025-05-28 13:37:17.837837838,UK,Sports,Mobile App,Credit Card,4,60.36,0.0,241.44,0,0,2
C10406,2025-05-28 22:21:58.918918920,India,Home & Kitchen,Website,Debit Card,3,107.45,0.0,322.35,0,0,4
C10407,2025-05-29 07:06:40.000000000,India,Electronics,Website,Credit Card,3,164.77,0.0,494.31,0,0,3
C10408,2025-05-29 15:51:21.081081082,Germany,Sports,Marketplace,Debit Card,4,60.87,0.0,243.47,0,0,5
C10409,2025-05-30 00:36:02.162162162,India,Electronics,Mobile App,Mobile Payment,3,135.2,0.0,405.6,0,0,2
C10410,2025-05-30 09:20:43.243243244,Thailand,Home & Kitchen,Mobile App,Credit Card,1,109.87,0.0,109.87,0,0,2
C10411,2025-05-30 18:05:24.324324324,Thailand,Sports,Website,PayPal,3,83.84,0.05,238.94,0,1,1
C10412,2025-05-31 02:50:05.405405406,Thailand,Sports,Mobile App,Mobile Payment,3,60.49,0.05,172.4,0,0,4
C10413,2025-05-31 11:34:46.486486486,Thailand,Clothing,Website,PayPal,4,67.35,0.0,269.4,0,0,4
C10414,2025-05-31 20:19:27.567567568,UK,Clothing,Mobile App,Mobile Payment,4,73.84,0.05,280.58,0,0,5
C10415,2025-06-01 05:04:08.648648650,Canada,Home & Kitchen,Marketplace,Debit Card,3,69.81,0.0,209.42,0,0,4
C10416,2025-06-01 13:48:49.729729730,Thailand,Home & Kitchen,Website,Credit Card,2,77.66,0.0,155.31,0,0,4
C10417,2025-06-01 22:33:30.810810812,Thailand,Home & Kitchen,Website,Mobile Payment,4,110.27,0.0,441.07,0,0,4
C10418,2025-06-02 07:18:11.891891892,UK,Clothing,Website,Debit Card,5,49.07,0.05,233.08,0,0,4
C10419,2025-06-02 16:02:52.972972974,Canada,Beauty,Website,Credit Card,5,45.49,0.1,204.71,0,0,2
C10420,2025-06-03 00:47:34.054054054,USA,Beauty,Website,Credit Card,1,30.27,0.0,30.27,5,0,4
C10421,2025-06-03 09:32:15.135135136,UK,Beauty,Website,Mobile Payment,3,40.66,0.0,121.99,0,0,5
C10422,2025-06-03 18:16:56.216216216,Thailand,Electronics,Mobile App,Credit Card,2,219.13,0.15,372.51,0,0,5
C10423,2025-06-04 03:01:37.297297298,Thailand,Clothing,Mobile App,Mobile Payment,1,64.93,0.0,64.93,5,0,5
C10424,2025-06-04 11:46:18.378378378,Canada,Electronics,Website,Credit Card,3,228.7,0.0,686.1,0,0,3
C10425,2025-06-04 20:30:59.459459460,Canada,Clothing,Marketplace,PayPal,4,72.28,0.15,245.76,0,0,3
C10426,2025-06-05 05:15:40.540540540,Thailand,Home & Kitchen,Website,Debit Card,5,111.71,0.15,474.77,0,0,5
C10427,2025-06-05 14:00:21.621621622,Canada,Sports,Marketplace,PayPal,2,81.91,0.05,155.62,0,0,2
C10428,2025-06-05 22:45:02.702702704,Germany,Home & Kitchen,Website,Mobile Payment,5,65.0,0.05,308.74,0,1,3
C10429,2025-06-06 07:29:43.783783784,India,Electronics,Marketplace,PayPal,4,193.41,0.0,773.62,0,1,3
C10430,2025-06-06 16:14:24.864864866,UK,Electronics,Mobile App,Mobile Payment,3,130.75,0.0,392.25,0,0,4
C10431,2025-06-07 00:59:05.945945946,UK,Beauty,Marketplace,Credit Card,4,50.63,0.1,182.25,0,0,3
C10432,2025-06-07 09:43:47.027027028,UK,Clothing,Marketplace,Credit Card,4,50.85,0.0,203.39,0,0,4
C10433,2025-06-07 18:28:28.108108108,Germany,Electronics,Website,Mobile Payment,5,196.87,0.05,935.11,0,0,4
C10434,2025-06-08 03:13:09.189189190,Thailand,Electronics,Marketplace,PayPal,2,161.21,0.15,274.06,0,0,5
C10435,2025-06-08 11:57:50.270270270,Thailand,Beauty,Website,Credit Card,4,49.91,0.2,159.71,0,0,1
C10436,2025-06-08 20:42:31.351351352,USA,Electronics,Website,Debit Card,5,237.7,0.0,1188.5,0,0,4
C10437,2025-06-09 05:27:12.432432432,Australia,Beauty,Website,Credit Card,2,39.16,0.1,70.49,8,0,4
C10438,2025-06-09 14:11:53.513513514,Thailand,Beauty,Mobile App,Debit Card,3,52.16,0.05,148.66,0,0,4
C10439,2025-06-09 22:56:34.594594596,Australia,Electronics,Website,PayPal,3,159.65,0.15,407.11,0,0,4
C10440,2025-06-10 07:41:15.675675676,Canada,Electronics,Mobile App,Debit Card,1,193.37,0.0,193.37,0,0,5
C10441,2025-06-10 16:25:56.756756758,Thailand,Sports,Mobile App,Debit Card,5,91.08,0.0,455.4,0,0,2
C10442,2025-06-11 01:10:37.837837838,Australia,Home & Kitchen,Mobile App,Debit Card,2,83.53,0.0,167.06,0,0,5
C10443,2025-06-11 09:55:18.918918920,USA,Home & Kitchen,Marketplace,Debit Card,4,123.1,0.0,492.42,0,0,4
C10444,2025-06-11 18:40:00.000000000,India,Beauty,Website,Credit Card,3,31.41,0.0,94.24,3,0,3
C10445,2025-06-12 03:24:41.081081082,Thailand,Sports,Website,Debit Card,2,49.9,0.1,89.81,3,0,5
C10446,2025-06-12 12:09:22.162162162,Australia,Sports,Website,Credit Card,5,93.3,0.1,419.86,0,0,4
C10447,2025-06-12 20:54:03.243243244,India,Beauty,Website,Debit Card,1,29.92,0.0,29.92,10,0,3
C10448,2025-06-13 05:38:44.324324324,Canada,Home & Kitchen,Website,Mobile Payment,3,125.49,0.05,357.64,0,0,1
C10449,2025-06-13 14:23:25.405405406,Australia,Electronics,Website,PayPal,2,245.88,0.0,491.75,0,0,3
C10450,2025-06-13 23:08:06.486486486,UK,Beauty,Website,Debit Card,2,31.84,0.0,54.12,8,1,4
C10451,2025-06-14 07:52:47.567567568,Germany,Clothing,Marketplace,Mobile Payment,2,59.2,0.15,100.63,0,0,3
